Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.products.product_3.secondary_link:2egmsdq0gg952,sv,,,/pages/friskvardsbidrag,/pages/friskvardsbidrag
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.products.product_3.secondary_link_text:2rjd2t63xblwk,sv,,,Read about wellness allowance →,Läs om friskvårdsbidrag →
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.label:20zdsbvkfzk5m,sv,,,How it works,Hur det fungerar
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.heading:dg3pn7pub02s,sv,,,Your journey to creative expression,Din resa till kreativt skapande
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.intro:20zdsbtjugjb6,sv,,,My experience is that most people need at least three sessions to feel confident in the process and get an accurate picture of what the coaching can offer.,Min erfarenhet är att de flesta behöver minst tre tillfällen för att känna sig trygga i processen och få en rättvisande bild av vad coachningen kan ge.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.image_alt:1wk1dn5lesgb1,sv,,,Kreativ process,Kreativ process
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.quote:20zdsbfubrcc6,sv,,,"You don't need to prepare – but if you reflect a little on what you want to get out of the coaching, we can use the time even more effectively.",Du behöver inte förbereda dig – men om du reflekterar lite över vad du vill få ut av coachningen kan vi använda tiden ännu mer effektivt.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.cta_text:nb29v9d7y8xk,sv,,,Choose your package,Välj ditt paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.cta_link:nb29v9img7s5,sv,,,#paket,#paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_1.number:17fx8wyivkh7s,sv,,,01,01
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_1.title:1oruyijrlh17v,sv,,,First session,Första samtalet
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_1.duration:268c9tic9105x,sv,,,60 min,60 min
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_1.description:eufhzx1mpytp,sv,,,"We explore your current situation, your aspirations, and how I can support you further. You will receive help in formulating goals and, already at this stage, tools to get started.","Vi utforskar din nuvarande situation, din längtan och hur jag kan stötta dig vidare. Du får hjälp att formulera mål och redan här verktyg för att komma igång."
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_2.number:353vrlvi5zv8r,sv,,,02,02
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_2.title:3r2zyip3t6avc,sv,,,Written summary,Skriftlig sammanfattning
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_2.description:10xv5ay4f1bzi,sv,,,"After each session you will receive a summary and inspiring homework assignments – practical, creative or reflective.","Efter varje samtal får du en sammanfattning samt inspirerande hemuppgifter – praktiska, kreativa eller reflekterande."
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_3.number:20vjlc9xc9zfu,sv,,,03,03
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_3.title:1twuyxajtv2y1,sv,,,Continued development,Fortsatt utveckling
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.process.step_3.description:15allbps1b6xb,sv,,,We end every conversation with a plan for what you want to focus on. All material is sent to you as a personal tool to return to.,Vi avslutar varje samtal med en plan för vad du vill fokusera på. Allt material skickas till dig som ett personligt verktyg att återvända till.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.label:1r80wmy552kzn,sv,,,What we can explore,Vad vi kan utforska
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.heading:10936sl7zzv1p,sv,,,Themes tailored for you,Teman anpassade efter dig
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.subheading:2zlru4z33dt9l,sv,,,Every conversation is fully customized to you – where you are in life and in your creative endeavors.,Varje samtal anpassas helt efter dig – där du befinner dig i livet och i ditt skapande.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.cta_line1:2ov9g0ig9aoyb,sv,,,Don't know where to start?,Vet du inte vart du ska börja?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.cta_line2:2ov9g0ig9apqo,sv,,,That's totally fine. We'll explore it together.,Det är helt okej. Vi utforskar det tillsammans.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.cta_button_text:23fryfk0zhl5k,sv,,,See our packages,Se våra paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.cta_link:234tbxaek74ng,sv,,,#paket,#paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_1.title:1kqoukiz20va9,sv,,,Sounding board & feedback,Bollplank & feedback
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_1.description:2fj9waysvt18n,sv,,,Get constructive feedback on your creation and process,Få konstruktiv respons på ditt skapande och din process
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_2.title:6apkxqfoay2q,sv,,,Find your first step,Hitta ditt första steg
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_2.description:1lm2h91xegcx0,sv,,,Start exploring creative making your way,Börja utforska kreativt skapande på ditt sätt
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_3.title:elprufdm223n,sv,,,Technique & form,Teknik & formspråk
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_3.description:1q7n922895mx1,sv,,,"Develop materials, techniques and your personal expression","Utveckla material, teknik och ditt personliga uttryck"
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_4.title:mgbmwrggq7k4,sv,,,Creative habits,Kreativa vanor
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_4.description:37aj03akflcte,sv,,,Integrate creation into your daily life in a sustainable way,Integrera skapande i din vardag på ett hållbart sätt
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_5.title:urbttgeehbl1,sv,,,Creativity as an inner journey,Kreativitet som inre resa
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_5.description:3bw3rwavaamtf,sv,,,Self-exploration and personal development through art,Självutforskande och personlig utveckling genom konst
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_6.title:3cgql7q15jv5y,sv,,,Portfolio & art schools,Portfolio & konstskolor
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.themes.theme_6.description:2hywcudzsxyhs,sv,,,Preparing for applications and art programs,Förberedelse för ansökningar och konstnärliga utbildningar
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.label:2oohnecvsbg6e,sv,,,For you,För dig
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.heading:we9e54m9a0zs,sv,,,Do you recognize yourself?,Känner du igen dig?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.subheading:3nmp7mp78w8h8,sv,,,I meet people of all ages and stages of life. Here are some examples of clients I work with.,Jag möter människor i alla åldrar och faser av livet. Här är några exempel på klienter jag arbetar med.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.cta_text:2g0wxcz0nae1g,sv,,,No matter where you are in life – I'm here for you.,Oavsett var du befinner dig i livet – jag finns här för dig.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.cta_button_text:1jc3qlup7v4ot,sv,,,See our packages,Se våra paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.cta_link:2g0wxczfxtart,sv,,,#paket,#paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_1.name:sobsijn7gdom,sv,,,The Creative Enjoyer,Den kreativa livsnjutaren
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_1.persona:540jiq5xvf9,sv,,,"Eva, 59","Eva, 59 år"
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_1.description:283vdck8a513b,sv,,,"You're longing to make room for your creativity, perhaps for the first time in a long while, and want to fill your free time with something that brings extra meaning. Here, you'll find support to discover your expression, create without pressure, and let the process become a source of joy.","Du längtar efter att ge plats åt din kreativitet, kanske för första gången på länge, och vill fylla din fritid med något som ger extra mening. Här får du stöd att hitta ditt uttryck, skapa utan krav och låta processen bli en källa till glädje."
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_2.name:17cuo7xv4lp6t,sv,,,The Purposeful Seeker,Den målmedvetna sökaren
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_2.persona:24605dtfqeoty,sv,,,"Leo, 26","Leo, 26 år"
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_2.description:1daytzzu99y1w,sv,,,"You know you have something to say, but need help shaping your artistic idea. Together, we work on expression, portfolio, applications, or projects and build trust in your inner drive.","Du vet att du har något att säga, men behöver hjälp att forma din konstnärliga idé. Tillsammans arbetar vi med uttryck, portfölj, ansökningar eller projekt och bygger tillit till din inre drivkraft."
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_3.name:1dr6a42vbo4p0,sv,,,The Curious Craftsperson,Den nyfikna hantverkaren
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_3.persona:9vcrprslj5sn,sv,,,"Erik, 45","Erik, 45 år"
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_3.description:1hnpa0rhvjszp,sv,,,"You are already creating – in wood, paint, fabric, or words – but want to understand more and develop further. Here, you will receive feedback, tips, and new perspectives that will help you take your creativity to the next level.","Du skapar redan – i trä, färg, tyg eller ord – men vill förstå mer och utvecklas vidare. Här får du feedback, tips och nya perspektiv som hjälper dig att ta ditt skapande till nästa nivå."
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_4.name:36x953qx0opc3,sv,,,The Awakening Creator,Den uppvaknande kreatören
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_4.persona:29zlbdsgxlb74,sv,,,"Sofia, 38","Sofia, 38 år"
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.personas.persona_4.description:303ysx4n2crqa,sv,,,"You've always been busy with work and everyday life. Now you feel a stronger urge to make space for creativity – as a place of your own, separate from daily obligations.",Du har alltid haft fullt upp med jobb och vardag. Nu känner du allt starkare att du vill ge utrymme åt kreativiteten – som en egen plats utanför vardagens måsten.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.heading:1qcksivts2l6h,sv,,,What do you long for in your creative work?,Vad längtar du efter i ditt skapande?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.subheading:2deo72ns1ymnx,sv,,,Do you recognize yourself in any of this?,Känner du igen dig i något av detta?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.cta_text:2nfpyjnsudlmt,sv,,,You don't need to know where to begin – we'll explore it together.,Du behöver inte veta var du ska börja – vi utforskar det tillsammans.
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.cta_button_text:jd92fmqqb1fw,sv,,,Choose your package,Välj ditt paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.cta_link:2nfpyjnnfsjyw,sv,,,#paket,#paket
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.pain_1.text:2dey50rqv9mjz,sv,,,Have you been carrying ideas that have been waiting to come to life?,Har du länge burit på idéer som väntat på att få liv?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.pain_2.text:1tpiwfhdfojsc,sv,,,"Stuck in performance, self-criticism or uncertainty about your direction?","Fastnat i prestation, självkritik eller osäkerhet kring din riktning?"
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.pain_3.text:1r3sha6chc31,sv,,,Longing to make space for your creativity – perhaps for the first time in a long time?,Längtar efter att ge plats åt din kreativitet – kanske för första gången på länge?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.pain_points.pain_4.text:2tv86f91ohxyi,sv,,,Seeking inspiration and guidance to take the next step?,Söker inspiration och vägledning för att ta nästa steg?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.heading:22ta70ed3mo9l,sv,,,Ready to start your creative journey?,Redo att börja din kreativa resa?
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.subtitle:2eb15882cfgid,sv,,,"Take the first step towards a more creative life. Book a free 15-minute consultation where we talk about your dreams, goals, and how I can support you.","Ta första steget mot ett mer kreativt liv. Boka en kostnadsfri 15-minuters konsultation där vi pratar om dina drömmar, mål och hur jag kan stötta dig."
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.cta_text:2eau9eth168kl,sv,,,Book a free consultation now,Boka gratis konsultation nu
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.cta_link:2eau9etbmla60,sv,,,mailto:coaching@artblendart.com?subject=Boka%20kostnadsfri%20konsultation,mailto:coaching@artblendart.com?subject=Boka%20kostnadsfri%20konsultation
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.benefit_1.text:1uj4116f1abke,sv,,,15-minute free consultation,15 minuters gratis konsultation
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.benefit_2.text:w3p28x1loclp,sv,,,No obligation,Ingen förpliktelse
ONLINE_STORE_THEME,189302341896,section.page.coaching2.json.cta.benefit_4.text:2j07tfbghreff,sv,,,Personal and secure guidance,Personlig och trygg vägledning
